price,carat,icol,icut,iclar,ishape,irep,ityp
2150,0.72,1,1,2,7,2,0
1680,0.92,3,4,3,0,2,1
830,0.54,5,3,3,0,2,1
880,0.3,4,4,2,0,0,0
610,0.54,3,2,3,4,2,1
1470,1.0,5,2,0,7,2,1
5360,2.0,3,2,1,0,2,1
670,0.25,4,4,5,0,0,0
920,0.31,3,4,3,0,0,0
1420,0.91,4,3,1,1,2,1
610,0.54,4,4,2,6,2,1
1070,0.5,1,2,1,0,0,0
5800,1.07,1,4,5,0,0,0
2750,0.58,6,3,5,0,0,0
2390,1.01,3,3,4,0,2,1
780,0.3,2,4,3,0,0,0
550,0.31,5,2,3,3,0,0
720,0.7,0,3,1,6,2,1
1000,0.3,5,4,5,0,0,0
700,0.5,6,2,2,6,2,1
10120,2.5,4,3,2,0,2,1
1920,0.96,4,3,2,4,3,1
2570,1.73,0,3,0,6,2,1
11100,1.53,4,4,1,0,0,0
890,0.35,6,4,4,1,0,0
740,0.3,2,3,5,0,0,0
1440,0.4,5,4,3,0,0,0
1570,0.7,0,4,0,0,0,0
790,0.32,2,3,5,3,0,0
3010,1.0,2,3,3,1,2,1
2440,1.21,3,4,3,0,2,1
1340,0.4,4,4,2,0,0,0
510,0.5,5,2,0,6,2,1
4250,1.7,3,3,2,3,2,1
800,0.74,0,3,2,0,2,1
600,0.5,4,2,3,4,2,1
640,0.53,5,2,2,6,3,1
2420,0.5,5,4,2,0,0,0
1010,0.55,1,4,0,0,0,0
940,0.32,5,4,4,0,0,0
1880,1.14,1,4,4,0,1,1
1870,1.21,0,4,2,0,2,1
790,0.31,4,3,3,1,0,0
340,0.34,4,2,2,2,3,1
1870,0.52,3,4,5,0,0,0
6070,1.51,5,3,0,7,2,0
12660,3.02,3,3,1,0,2,1
460,0.41,2,4,4,0,2,1
8820,2.54,3,4,3,6,2,1
850,0.36,2,4,3,0,0,0
11660,1.36,5,4,2,0,0,0
6600,2.35,1,4,3,0,2,1
3170,0.91,1,2,2,0,0,0
570,0.56,0,2,1,0,2,1
1560,1.09,0,3,4,0,2,1
1100,1.03,0,3,1,4,2,1
1940,0.7,3,3,0,7,0,0
10010,1.5,3,4,1,4,0,0
1510,1.0,1,2,2,0,2,1
1130,0.42,3,4,2,0,0,0
1450,0.5,6,2,3,1,0,0
2610,0.82,4,4,2,7,0,0
1760,1.11,1,3,3,0,2,1
800,0.3,3,2,3,0,0,0
3120,1.62,1,3,2,6,2,1
1090,0.33,5,4,3,0,0,0
360,0.32,4,3,2,0,3,1
2430,0.5,5,3,5,0,0,0
2710,1.5,0,2,3,0,2,1
3030,1.51,1,4,4,0,2,1
2540,0.7,2,3,5,0,0,0
2160,0.5,4,2,3,0,0,0
400,0.4,2,3,3,4,2,1
1200,0.71,5,3,3,1,2,1
1780,1.16,1,3,2,0,2,1
380,0.33,6,4,2,0,2,1
1300,0.4,2,4,6,0,0,0
600,0.53,4,3,1,0,2,1
5600,1.01,5,4,0,0,0,0
970,0.3,5,4,4,0,0,0
770,0.35,3,4,1,0,0,0
4480,2.13,0,3,3,0,2,1
1860,0.5,3,4,3,0,0,0
930,0.27,6,4,5,0,0,0
2000,1.13,1,4,1,0,2,1
870,0.33,2,4,6,0,0,0
350,0.31,6,4,1,0,2,1
1140,0.73,3,4,4,1,2,1
740,0.3,5,4,1,0,0,0
2590,0.75,4,4,0,0,0,0
5190,1.63,5,2,3,1,3,1
1080,0.3,2,4,6,0,0,0
1620,0.5,5,2,1,0,0,0
4190,1.59,2,3,2,1,2,1
2880,1.5,1,4,3,0,2,1
2630,0.59,6,4,4,0,0,0
2110,1.0,6,3,1,0,2,1
810,0.3,6,4,5,0,0,0
9820,3.01,1,4,1,3,2,1
3980,2.07,0,3,0,1,3,1
3230,1.6,1,3,4,0,2,1
540,0.31,5,3,1,3,0,0
5790,2.23,3,4,1,0,2,1
3640,0.8,4,4,1,0,0,0
1000,0.38,6,4,2,0,0,0
1210,0.73,5,2,3,6,3,1
2530,1.4,1,4,2,0,3,1
9060,1.2,6,3,3,6,0,0
790,0.4,0,4,2,0,0,0
1840,0.96,3,4,3,0,2,1
1550,1.07,1,3,0,0,2,1
4300,2.19,0,3,3,0,2,1
550,0.5,4,4,2,6,2,1
28760,2.01,6,3,6,6,0,0
560,0.37,3,1,0,0,0,0
1080,0.4,5,3,0,0,0,0
440,0.3,0,3,2,0,0,0
4290,1.78,2,4,3,0,2,1
1820,0.5,5,2,3,0,0,0
650,0.31,4,3,3,1,0,0
2030,1.28,0,3,3,0,2,1
12200,2.0,6,3,0,4,0,0
520,0.45,6,3,1,0,2,1
1440,0.5,6,3,1,2,0,0
940,0.6,6,3,3,0,2,1
550,0.4,5,3,1,1,0,0
500,0.5,4,3,1,6,2,1
1290,0.41,6,4,2,0,0,0
3130,0.6,4,4,5,0,0,0
4400,0.9,6,4,1,0,0,0
680,0.3,3,2,5,0,0,0
600,0.3,3,1,1,5,0,0
850,0.25,5,2,4,0,0,0
2020,0.59,1,4,3,0,0,0
2610,0.51,5,4,4,0,0,0
3080,0.96,2,2,0,9,1,0
1420,0.52,3,3,1,0,0,0
2100,1.38,2,3,0,0,2,1
1090,0.4,3,3,1,0,0,0
1050,1.01,0,2,1,1,2,1
1860,1.34,0,4,0,0,2,1
1040,0.33,5,4,5,0,0,0
1230,0.91,4,4,0,0,2,1
1380,1.07,1,3,1,5,2,1
19900,3.26,5,0,4,7,2,1
650,0.63,2,4,0,0,2,1
5150,2.1,1,3,1,6,2,1
860,0.5,1,4,0,0,0,0
320,0.33,3,2,1,4,2,1
5130,2.04,1,3,2,1,3,1
3240,0.73,6,3,5,4,0,0
2420,0.91,1,2,3,7,0,0
6090,1.2,4,4,2,4,0,0
2770,1.18,3,4,4,0,1,1
3160,0.9,1,3,0,6,0,0
13510,2.0,2,3,0,6,0,0
420,0.43,2,3,2,4,2,1
4400,1.77,3,4,2,3,2,1
1720,0.5,6,4,0,0,0,0
18080,3.01,3,3,4,0,2,1
540,0.51,2,2,3,4,2,1
470,0.46,4,2,3,4,3,1
1030,0.56,6,3,1,1,0,0
3300,1.52,1,3,5,0,2,1
680,0.25,5,4,4,0,0,0
2280,1.03,3,2,5,4,3,1
1130,0.4,5,3,5,1,0,0
1730,1.01,5,2,1,9,2,1
2230,0.5,6,3,2,0,0,0
570,0.26,2,3,3,0,0,0
3170,0.7,6,3,2,0,0,0
880,0.33,2,4,5,0,0,0
1230,1.01,1,3,0,4,2,1
2050,1.25,0,3,3,0,2,1
750,0.31,3,4,4,0,0,0
7370,1.2,5,4,1,6,0,0
1780,1.02,1,2,2,4,3,1
1240,0.46,4,4,4,2,0,0
710,0.3,2,2,3,0,2,0
4500,2.06,5,2,0,8,2,1
1450,0.51,1,2,6,0,0,0
540,0.31,5,3,1,3,0,0
2430,0.5,5,4,3,0,0,0
310,0.32,3,2,1,4,2,1
740,0.26,6,4,4,0,0,0
3780,2.0,1,3,0,6,2,1
1930,1.26,1,4,2,0,2,1
1710,0.58,0,4,3,0,0,0
4860,1.74,3,3,3,0,2,1
1140,0.36,5,4,4,0,0,0
1520,1.08,4,2,0,7,2,1
850,0.31,0,4,6,0,0,0
1410,1.0,0,3,3,0,2,1
11350,1.4,2,4,5,0,0,0
1140,0.4,4,2,5,0,0,0
590,0.52,3,3,3,4,2,1
9800,1.8,0,4,0,0,0,0
4730,0.9,2,2,5,0,0,0
9780,1.3,4,4,2,0,0,0
570,0.52,0,3,5,0,2,1
1020,0.4,1,4,2,0,0,0
1610,0.42,6,4,4,0,0,0
8210,2.0,4,4,3,0,2,1
4150,0.9,5,3,3,4,0,0
670,0.25,5,4,4,0,0,0
2390,0.7,6,1,3,3,0,0
1020,0.75,2,3,3,4,2,1
5920,1.25,2,4,0,0,0,0
6370,1.6,2,4,0,7,0,0
1680,1.09,0,3,1,0,2,1
5590,0.9,6,4,2,0,0,0
1460,0.45,4,4,5,0,0,0
540,0.3,4,3,1,3,0,0
1240,0.31,6,4,3,0,0,0
13410,1.61,5,4,1,0,0,0
1760,1.01,4,2,1,1,2,1
13780,2.61,5,4,3,0,3,1
2030,1.15,1,4,1,0,2,1
2440,0.5,4,4,3,0,0,0
3160,1.5,1,4,2,0,3,1
2310,1.02,4,2,0,1,2,0
830,0.68,4,3,3,9,2,1
3140,0.9,3,2,2,6,0,0
4410,0.8,4,4,2,0,0,0
2730,1.24,4,3,3,0,2,1
5620,0.9,4,4,3,0,0,0
1010,0.5,1,2,0,0,0,0
2960,0.6,6,4,3,0,0,0
2160,1.05,2,4,2,0,2,1
730,0.4,0,2,5,0,0,0
1210,0.53,1,4,5,9,0,0
1150,0.5,5,3,0,6,0,0
1030,0.45,6,2,3,3,0,0
1930,0.71,3,1,0,3,0,0
3430,0.8,2,4,1,0,0,0
1120,0.35,5,4,5,0,0,0
720,0.25,5,4,5,0,0,0
3890,1.5,3,3,3,0,2,1
9600,2.26,4,4,4,3,2,1
1180,0.55,0,3,1,5,0,0
620,0.36,5,3,1,3,0,0
1700,0.7,3,3,0,1,0,0
2850,0.82,2,2,1,0,0,0
1180,0.5,3,1,0,0,0,0
2900,0.81,5,4,1,0,0,0
550,0.26,2,3,3,0,0,0
640,0.35,3,3,1,2,0,0
590,0.32,6,3,1,1,0,0
1050,0.53,3,4,0,0,0,0
1470,0.46,3,4,2,0,0,0
2380,0.5,5,4,3,0,0,0
1550,0.6,2,3,5,1,0,0
18020,3.2,5,4,3,7,2,1
530,0.34,1,4,3,0,0,0
6210,2.0,3,2,2,9,3,1
4210,1.0,0,3,2,6,0,0
2040,0.51,4,2,3,0,0,0
1740,0.52,5,4,3,0,0,0
3850,0.51,6,4,6,0,0,0
1870,1.09,5,4,1,1,2,1
520,0.3,5,2,3,3,0,0
2650,0.7,5,3,3,2,0,0
2040,1.16,1,3,2,0,2,1
3840,1.2,0,3,0,6,2,0
1620,1.05,1,3,4,4,2,1
1220,0.44,3,4,4,0,0,0
2840,0.55,5,4,6,0,0,0
1870,1.18,1,4,3,0,2,1
1090,0.4,2,2,6,0,0,0
2440,0.5,4,4,4,0,0,0
710,0.59,4,3,3,4,2,1
1880,0.5,5,2,2,0,0,0
3870,0.75,6,4,2,0,0,0
3030,0.75,6,4,1,0,0,0
1110,0.4,4,3,3,6,0,0
1180,0.4,4,2,5,0,0,0
2690,1.54,1,4,0,6,2,1
720,0.52,5,2,4,6,2,1
900,0.3,5,4,3,0,0,0
3810,0.7,4,4,3,0,0,0
1770,1.13,0,4,2,0,2,1
1110,0.4,3,2,4,0,0,0
1080,0.34,4,4,4,0,0,0
1860,0.5,3,4,3,0,0,0
840,0.3,5,4,3,0,0,0
5460,1.01,5,2,1,4,0,0
5200,1.01,5,4,0,0,0,0
3620,1.26,5,3,4,0,2,1
1220,0.38,6,4,3,0,0,0
2110,0.8,3,3,0,6,0,0
2190,0.5,3,4,4,0,0,0
4420,1.5,5,2,2,0,2,1
2500,1.6,0,3,1,6,2,1
810,0.5,6,4,4,6,2,1
1010,0.3,6,4,4,0,0,0
1600,0.93,4,2,2,4,2,1
370,0.32,6,4,2,0,2,1
6050,0.86,4,4,5,0,0,0
1230,1.13,0,3,0,0,2,1
2380,0.5,4,4,4,0,0,0
2000,0.97,5,2,2,4,3,1
1360,0.38,5,4,6,0,0,0
2200,0.7,6,4,0,0,0,0
800,0.52,5,3,5,6,2,1
10710,1.51,2,2,5,4,0,0
3350,1.2,0,3,0,1,0,0
900,0.4,1,3,3,1,0,0
570,0.3,4,3,0,5,0,0
4400,1.0,1,1,2,0,0,0
6140,1.0,3,3,2,0,0,0
420,0.44,2,3,1,4,2,1
3290,0.9,3,2,4,1,0,0
3440,0.8,1,4,2,0,0,0
3080,1.5,1,4,4,6,2,1
1110,0.32,5,4,5,0,0,0
4300,0.6,6,4,6,0,0,0
2330,0.55,6,4,4,0,0,0
6190,1.22,5,4,1,9,0,0
1270,0.4,6,4,5,0,0,0
1660,1.02,4,3,0,4,2,1
2640,0.9,0,3,5,1,0,0
750,0.51,6,2,3,7,2,1
1030,0.4,4,3,1,0,0,0
4440,2.11,0,3,4,0,2,1
4300,1.55,3,3,3,0,2,1
1700,0.53,6,3,5,6,0,0
17030,1.8,5,4,3,1,0,0
2230,0.5,4,4,4,0,0,0
8590,2.15,5,3,3,6,2,1
1680,0.46,4,4,3,0,0,0
4910,1.01,5,3,0,6,0,0
3780,0.62,5,4,6,0,0,0
1630,0.5,3,4,0,0,0,0
13030,1.51,3,4,3,6,0,0
4000,2.0,1,1,2,5,2,1
1980,0.47,4,4,6,0,0,0
17720,1.01,6,4,6,0,0,0
3220,0.96,5,3,0,0,2,0
3050,0.7,6,2,2,0,0,0
900,0.45,2,2,4,4,0,0
880,0.32,4,4,5,0,0,0
640,0.56,3,4,1,0,2,1
4960,2.02,1,3,1,1,2,1
2250,0.5,5,4,2,0,0,0
560,0.25,5,4,2,0,0,0
580,0.43,5,3,5,0,2,1
3220,0.8,4,3,2,6,0,0
500,0.47,4,3,4,4,2,1
2290,1.0,6,2,2,7,2,1
3620,0.7,4,4,5,0,0,0
510,0.52,1,4,3,7,2,1
3550,2.16,0,3,2,1,2,1
3510,0.61,5,4,6,0,0,0
4150,1.62,4,3,2,7,2,1
2090,1.31,1,3,2,0,2,1
780,0.3,6,2,1,0,0,0
1350,0.5,5,3,0,0,0,0
5730,1.5,0,3,1,7,0,0
520,0.51,5,3,1,4,2,1
2220,0.5,3,4,2,0,0,0
2150,0.5,3,4,2,0,0,0
510,0.5,2,3,2,4,2,1
1030,0.3,5,4,5,0,0,0
650,0.5,5,2,3,6,2,1
1110,0.5,6,1,0,2,0,0
1280,1.0,1,4,1,4,2,1
2870,0.79,4,2,3,4,0,0
6060,1.11,5,4,0,0,0,0
710,0.41,3,4,1,0,0,0
880,0.3,6,2,4,0,0,0
1480,0.45,4,4,5,0,0,0
1370,0.84,5,3,1,8,3,1
1370,0.4,6,4,2,0,0,0
6550,1.05,4,4,3,0,0,0
1150,0.37,6,4,4,0,0,0
1140,0.42,3,4,4,0,0,0
780,0.54,6,3,2,0,3,1
5190,1.73,5,2,2,7,2,1
340,0.3,6,3,1,0,2,1
16790,2.94,2,3,0,0,2,0
620,0.3,3,3,3,3,0,0
3090,1.7,1,3,1,0,2,1
2550,1.01,6,3,2,0,2,1
1560,0.73,1,3,1,1,0,0
470,0.5,2,1,0,4,2,1
4860,0.9,1,4,6,0,0,0
5270,1.5,1,3,0,7,2,0
23290,2.51,3,1,5,3,0,0
1650,1.0,1,3,4,0,2,1
1080,0.48,4,3,0,0,0,0
8740,2.32,4,2,2,7,3,1
1130,0.3,6,4,5,0,0,0
2400,1.27,1,4,5,0,3,1
2600,0.82,4,3,3,1,0,0
440,0.35,5,3,5,0,2,1
5350,1.07,3,4,0,0,0,0
3760,0.62,5,4,7,0,0,0
410,0.35,5,4,3,0,2,1
4800,0.85,3,4,5,0,0,0
750,0.5,6,2,3,4,2,1
3740,1.0,6,3,0,4,0,0
1190,0.4,6,2,4,4,0,0
8580,2.15,4,3,3,0,2,1
2230,0.71,6,3,1,6,0,0
6290,1.0,6,4,1,6,0,0
1760,1.11,1,4,3,0,2,1
1520,1.0,3,2,0,0,2,1
570,0.51,3,2,3,4,3,1
2720,0.87,4,1,1,4,0,0
750,0.56,5,2,4,4,2,1
560,0.26,5,4,2,0,0,0
4000,1.5,3,3,2,0,2,1
4860,1.52,3,3,0,3,2,0
2550,0.6,6,4,2,0,0,0
1850,1.35,0,4,2,0,2,1
1160,1.01,1,2,0,1,2,1
620,0.55,5,3,1,0,2,1
2870,1.52,1,3,3,0,1,1
4030,1.54,3,3,3,0,2,1
780,0.3,3,3,2,0,0,0
860,0.31,6,4,1,0,0,0
740,0.68,3,4,1,0,2,1
7570,2.05,2,4,5,0,2,1
710,0.3,5,2,3,6,0,0
680,0.3,3,4,1,0,0,0
860,0.78,2,4,1,6,2,1
540,0.57,1,2,1,4,2,1
2040,1.0,3,2,3,4,2,1
750,0.3,4,3,3,0,0,0
5890,1.0,4,2,3,5,0,0
1400,0.52,6,3,1,6,0,0
23240,3.08,6,2,5,9,2,1
830,0.64,5,3,3,4,2,1
1860,1.31,0,3,3,0,2,1
2240,1.02,2,3,2,4,2,1
1260,0.5,3,3,1,6,0,0
620,0.25,0,4,3,0,0,0
480,0.3,3,3,1,2,0,0
1880,0.7,0,1,2,0,0,0
11440,3.17,2,3,2,3,2,1
3830,0.7,5,4,3,0,0,0
2900,0.7,3,3,2,0,0,0
1280,0.4,2,4,2,0,0,0
480,0.3,3,3,0,0,0,0
340,0.31,5,4,0,0,2,1
6400,1.4,1,4,0,0,0,0
40100,3.01,2,4,3,6,0,0
3650,1.01,5,4,1,7,0,0
5280,2.02,2,3,2,0,2,1
1420,0.86,3,4,4,3,2,1
9350,2.51,4,3,2,6,2,1
1500,0.5,5,4,4,1,0,0
1400,0.4,6,4,4,0,0,0
370,0.36,5,2,2,6,2,1
830,0.66,4,2,4,6,2,1
940,0.4,1,1,2,0,0,0
600,0.26,5,4,3,0,0,0
13310,1.7,6,4,1,0,0,0
1030,0.46,4,1,0,0,0,0
2600,0.7,5,3,6,3,0,0
1380,0.4,6,4,5,0,0,0
7470,2.08,3,4,2,0,2,1
590,0.31,6,3,4,1,0,0
13020,1.9,4,3,0,6,0,0
10950,2.26,6,3,4,8,2,1
870,0.35,2,4,4,0,0,0
370,0.36,4,2,3,2,3,1
8920,1.09,6,4,3,0,0,0
1210,0.7,4,4,4,0,2,1
730,0.7,0,3,1,0,2,1
2190,1.22,3,3,0,0,2,1
3360,0.7,5,4,5,0,0,0
1680,1.23,0,3,3,0,2,1
2570,0.61,5,2,5,0,0,0
2740,1.61,1,3,0,6,2,1
1270,0.37,6,4,4,0,0,0
1150,0.56,0,4,2,0,0,0
1520,1.03,1,3,1,2,2,1
3230,0.8,6,3,1,6,0,0
770,0.3,4,4,4,0,0,0
1090,0.72,6,2,1,0,2,1
1010,0.32,5,4,5,0,0,0
680,0.67,1,3,0,0,2,1
1970,0.5,5,4,1,0,0,0
1810,0.52,3,4,1,0,0,0
5830,0.88,6,4,5,0,0,0
1290,0.8,4,3,3,4,3,1
2300,0.56,5,4,2,0,0,0
1520,0.51,4,2,6,1,0,0
1720,0.5,2,2,2,0,0,0
2710,0.8,6,1,0,0,0,0
1300,0.59,3,3,1,2,0,0
800,0.3,5,4,2,0,0,0
1310,0.4,2,4,6,0,0,0
2500,1.5,1,3,1,4,2,1
1380,0.43,3,4,4,0,0,0
890,0.71,3,2,1,6,3,1
460,0.39,5,4,4,0,2,1
2130,1.0,5,2,2,7,2,1
1790,0.5,4,1,6,0,0,0
6310,2.01,3,4,2,9,2,1
540,0.5,2,2,4,4,2,1
2140,1.08,3,4,3,0,2,1
810,0.4,0,3,5,0,0,0
3340,0.81,5,2,3,7,0,0
1330,0.5,3,3,3,3,0,0
1280,0.41,3,4,3,0,0,0
1430,0.45,2,4,5,0,0,0
700,0.51,6,4,2,6,2,1
4090,1.54,3,3,3,7,3,1
1890,0.52,6,2,6,4,0,0
750,0.4,4,4,0,0,0,0
20970,1.9,5,4,2,0,0,0
1300,0.5,3,3,1,4,0,0
2210,0.5,5,3,4,0,0,0
710,0.3,2,4,5,0,0,0
1690,0.5,2,2,3,0,0,0
2510,0.5,6,4,2,0,0,0
610,0.3,4,2,3,6,0,0
650,0.32,1,3,4,5,0,0
1260,0.79,4,4,3,0,2,1
1130,0.32,6,4,4,0,0,0
340,0.33,5,2,2,6,2,1
940,0.3,5,4,3,0,0,0
700,0.52,5,2,4,6,2,1
2830,1.71,0,4,1,6,2,1
360,0.3,6,4,3,0,2,1
6010,2.06,2,4,2,0,2,1
2090,0.53,4,4,3,0,0,0
360,0.3,5,4,4,0,2,1
860,0.3,6,2,3,0,0,0
6320,2.01,3,3,3,4,3,1
1200,0.73,4,3,4,4,2,1
410,0.36,6,4,1,0,2,1
2260,1.05,4,3,3,3,2,1
1420,0.9,5,2,0,0,2,1
24220,3.21,6,4,5,4,2,1
530,0.29,4,3,3,3,0,0
9160,2.02,5,1,5,7,2,1
3160,0.59,6,4,5,0,0,0
2370,1.01,3,4,4,0,1,1
350,0.31,5,4,2,0,2,1
2580,0.75,5,4,0,0,0,0
3840,0.9,4,2,2,0,0,0
4500,0.76,5,4,5,0,0,0
5340,1.54,6,2,3,7,2,1
7630,1.62,6,2,4,0,2,1
1480,0.88,5,2,3,7,2,1
630,0.37,4,4,0,0,0,0
440,0.41,1,4,3,0,2,1
810,0.4,2,2,4,4,0,0
1720,0.7,4,3,0,7,0,0
1940,1.21,0,4,3,0,2,1
5500,2.5,0,4,2,6,2,1
3490,1.7,1,3,3,0,2,1
4530,1.56,3,4,4,0,2,1
1230,0.51,2,4,2,4,0,0
3940,2.0,0,3,1,6,2,1
1730,0.93,0,3,3,0,2,1
2060,0.5,6,3,4,0,0,0
1380,1.02,1,4,2,9,2,1
4820,2.0,1,4,3,0,2,1
1190,0.7,4,2,4,0,3,1
17170,3.01,6,3,2,4,2,1
26560,4.15,6,3,3,7,3,1
420,0.3,3,3,0,3,0,0
2230,1.12,3,4,3,0,2,1
1240,0.4,6,3,3,0,0,0
930,0.3,6,4,5,0,0,0
2190,0.5,5,2,5,0,0,0
6300,2.07,3,4,2,0,2,1
330,0.3,5,4,1,0,2,1
1980,0.5,4,3,2,0,0,0
6550,1.01,5,3,5,3,0,0
3280,0.8,3,4,1,0,0,0
3910,1.01,0,4,1,0,0,0
1730,0.5,6,2,1,0,0,0
6410,2.5,1,3,2,0,2,1
330,0.33,2,3,3,6,2,1
920,0.3,5,4,3,0,0,0
8740,1.51,1,4,0,6,0,0
710,0.3,5,3,1,0,0,0
4650,1.02,0,4,1,0,0,0
1810,1.14,1,3,2,6,2,1
5320,1.05,1,4,4,0,0,0
3610,1.0,1,3,0,4,0,0
8350,2.1,5,4,2,0,2,1
1750,1.06,4,2,1,8,2,1
640,0.3,5,4,0,0,0,0
510,0.49,4,3,3,4,2,1
900,0.7,1,4,3,0,2,1
2830,1.02,3,4,0,7,0,0
950,0.32,6,4,5,0,0,0
990,0.45,5,3,2,3,0,0
810,0.3,5,3,3,0,0,0
4860,2.01,1,3,3,0,2,1
2170,1.06,3,3,3,6,2,1
13510,1.51,6,4,1,6,0,0
1380,0.5,6,3,1,6,0,0
1340,0.65,1,2,0,0,0,0
1860,0.51,2,4,5,0,0,0
850,0.4,0,1,1,0,0,0
10850,1.9,0,3,1,6,0,0
1240,0.43,2,4,6,0,0,0
1770,0.7,3,3,0,4,0,0
2760,1.21,1,3,4,0,2,1
3520,1.01,1,3,5,7,0,0
1150,0.31,6,4,4,0,0,0
4140,1.0,3,3,0,0,2,0
530,0.52,5,3,0,7,3,1
350,0.33,1,4,3,0,2,1
1410,0.52,6,3,1,2,0,0
1290,0.5,5,2,3,7,0,0
4530,1.0,3,4,2,1,0,0
930,0.5,5,2,0,0,2,1
9330,1.4,5,4,0,0,0,0
3270,1.39,5,3,2,0,2,1
3090,1.04,6,4,3,0,2,1
3090,0.7,3,3,2,0,0,0
10440,1.56,4,4,1,0,0,0
2300,0.5,3,4,2,0,0,0
890,0.4,2,3,2,6,0,0
2570,1.16,3,3,2,0,2,1
1860,1.0,1,4,4,0,2,1
8310,1.01,6,2,5,0,0,0
2230,0.7,5,3,1,7,0,0
2200,0.53,4,4,2,0,0,0
2110,1.08,4,4,2,4,2,1
3160,1.0,1,3,1,0,2,1
730,0.33,5,4,1,0,0,0
880,0.36,4,4,2,0,0,0
9290,2.01,5,3,3,0,2,1
1060,0.5,5,3,1,4,0,0
2130,1.0,2,3,1,3,2,1
380,0.33,5,4,3,0,2,1
1210,0.36,5,4,4,0,0,0
950,0.3,6,3,5,0,0,0
2050,1.13,1,3,3,0,2,1
1540,1.0,2,3,1,6,2,1
4010,0.75,4,4,3,0,0,0
7770,1.51,1,4,0,0,0,0
3700,1.99,0,2,3,0,3,1
1820,0.53,4,4,3,0,0,0
1080,0.71,5,4,1,3,2,1
680,0.3,4,3,5,0,0,0
2090,1.21,3,3,1,0,2,1
4360,1.0,2,3,0,0,0,0
740,0.3,5,4,1,0,0,0
1480,0.53,5,2,1,4,0,0
390,0.34,2,4,5,0,2,1
5630,0.96,3,4,2,0,0,0
18530,1.4,6,4,5,0,0,0
680,0.3,4,3,2,6,0,0
1530,0.82,6,2,2,0,2,1
4110,2.08,0,3,1,6,2,1
2270,1.16,3,3,1,0,2,1
1300,0.43,6,4,1,0,0,0
9120,1.5,3,3,4,7,0,0
5850,1.4,6,3,0,2,2,0
760,0.3,5,4,0,0,0,0
1150,0.71,4,4,3,0,2,1
1200,0.38,4,4,5,0,0,0
15470,3.01,4,2,3,8,3,1
430,0.34,6,4,4,0,2,1
830,0.32,4,4,3,0,0,0
11110,1.7,3,4,2,7,0,0
580,0.6,0,3,3,9,2,1
2350,0.53,5,4,2,0,0,0
1000,0.52,4,2,1,4,0,0
3060,0.7,6,4,1,0,0,0
2430,0.9,0,2,2,1,0,0
3240,0.9,0,3,2,0,0,0
6630,3.01,0,3,2,8,2,1
2640,1.52,0,3,1,0,2,1
1230,0.4,6,3,2,0,0,0
2590,0.5,6,4,5,0,0,0
14280,1.8,3,4,1,6,0,0
5670,1.25,3,3,2,7,0,0
2060,0.5,3,2,3,0,0,0
3320,1.5,4,1,1,7,2,1
1120,0.37,3,4,6,0,0,0
1660,1.13,5,4,0,0,2,1
400,0.35,5,4,2,0,2,1
2060,0.5,5,3,2,0,0,0
1600,0.6,0,4,5,0,0,0
2130,1.17,2,4,1,0,3,1
860,0.76,1,1,1,4,2,1
1560,0.5,4,2,1,0,0,0
700,0.3,5,2,4,5,0,0
6600,1.06,4,4,1,0,0,0
34050,4.12,6,3,5,7,2,1
6060,2.0,4,4,1,0,2,1
2160,0.7,3,3,4,1,0,0
7090,2.08,3,2,4,7,3,1
2970,1.7,0,4,3,0,2,1
2100,1.32,1,3,2,0,2,1
540,0.3,6,3,2,1,0,0
1200,0.98,1,3,1,4,2,1
1740,1.14,0,3,1,0,2,1
2280,0.5,5,4,4,0,0,0
5040,2.01,1,4,2,6,2,1
3540,1.75,1,4,3,0,2,1
580,0.25,5,4,3,0,0,0
3790,0.8,2,4,5,0,0,0
1630,1.17,0,4,4,0,1,1
740,0.33,2,2,5,3,0,0
3010,0.7,6,2,2,0,0,0
3580,1.56,2,3,0,3,2,1
1380,0.91,3,3,1,6,2,1
2200,0.7,2,3,3,4,0,0
2480,0.7,5,4,0,0,0,0
19470,3.0,5,3,2,0,2,1
2580,1.4,1,4,4,0,2,1
560,0.52,3,4,2,3,2,1
410,0.35,5,4,3,0,2,1
590,0.34,1,4,2,0,0,0
9160,1.01,4,4,3,0,0,0
1080,0.34,5,4,2,0,0,0
7360,1.09,4,3,5,6,0,0
1900,1.12,4,4,1,0,2,1
840,0.58,5,2,3,0,2,1
3280,1.0,1,4,0,6,0,0
3790,0.8,4,3,2,0,0,0
7200,1.03,6,4,5,5,0,0
1290,0.76,5,4,3,0,2,1
1320,0.5,6,2,0,0,0,0
950,0.3,5,4,4,0,0,0
940,0.4,3,3,1,0,0,0
1050,0.46,6,2,2,3,0,0
990,0.3,6,4,2,0,0,0
1660,0.87,4,4,4,0,2,1
450,0.42,6,3,3,4,3,1
2010,1.14,1,3,2,0,2,1
780,0.54,6,4,2,0,3,1
940,0.31,5,4,3,0,0,0
1160,0.37,6,4,3,0,0,0
660,0.35,2,2,4,5,0,0
1090,0.54,3,3,0,5,0,0
700,0.3,4,2,1,0,0,0
1220,0.34,5,4,6,0,0,0
400,0.38,5,2,3,4,2,1
3590,0.7,4,4,2,0,0,0
17960,2.12,4,4,3,8,0,0
2170,1.28,3,4,0,0,2,1
3960,1.56,5,3,1,0,2,1
650,0.3,5,3,1,0,1,0
