price,carat,icol,icut,iclar,ishape,irep,ityp
1220,0.71,5,4,4,6,2,1
9050,1.01,5,4,4,0,0,0
2400,1.01,3,3,4,0,2,1
4070,0.8,3,3,4,0,0,0
860,0.3,6,2,3,0,0,0
27050,2.51,1,4,4,0,0,0
3690,1.51,3,3,2,0,2,1
4040,2.01,0,2,1,6,2,1
980,0.33,4,4,5,0,0,0
390,0.36,2,3,3,0,2,1
1170,0.83,5,3,1,0,2,1
2290,0.5,6,3,2,0,0,0
2710,1.01,2,4,0,3,2,0
2900,0.56,5,4,6,0,0,0
3870,0.96,5,3,4,1,0,0
680,0.25,6,4,4,0,0,0
1410,0.4,4,4,4,0,0,0
980,0.33,5,4,5,0,0,0
830,0.38,6,4,1,0,0,0
7180,1.51,2,3,0,0,2,0
740,0.61,5,2,2,4,2,1
1780,1.17,1,4,2,0,2,1
1990,0.71,5,3,2,3,0,0
3120,1.01,3,3,0,0,2,0
1260,0.54,2,3,2,4,0,0
1860,0.5,5,3,2,0,0,0
1530,0.43,4,4,4,0,0,0
1010,0.64,5,3,4,0,2,1
2220,1.12,5,4,1,6,2,1
1810,1.04,1,3,2,4,2,1
2190,1.34,4,3,0,0,2,1
2070,1.08,6,4,1,0,2,1
8230,1.0,3,4,3,0,0,0
520,0.3,5,3,0,2,0,0
1570,1.02,1,4,2,0,2,1
2950,1.0,0,2,3,7,0,0
4800,2.3,0,4,3,0,2,1
4710,2.13,0,3,4,0,2,1
1210,0.33,5,4,4,0,0,0
460,0.3,1,4,1,0,0,0
6660,2.03,4,3,2,6,3,1
930,0.38,5,4,1,0,0,0
2000,0.6,5,2,2,0,0,0
510,0.3,3,2,4,3,0,0
1410,0.71,5,2,2,1,2,1
730,0.32,3,3,2,0,0,0
2300,1.01,6,2,2,1,2,1
1390,0.87,3,3,4,1,2,1
770,0.31,6,4,1,0,0,0
840,0.32,6,3,3,6,0,0
3370,1.63,2,2,2,7,2,1
2220,1.01,4,3,3,0,2,1
34280,5.01,6,0,2,7,2,1
3140,0.8,2,4,1,0,0,0
3200,0.6,6,4,4,0,0,0
910,0.3,5,4,3,0,0,0
5750,1.7,5,3,3,8,3,1
780,0.3,6,3,1,0,0,0
1120,0.5,3,3,1,4,0,0
3900,1.61,2,4,4,0,2,1
2790,1.05,3,4,5,0,2,1
1780,0.5,6,4,0,0,0,0
1330,0.4,5,4,4,0,0,0
770,0.34,6,4,3,0,0,0
870,0.3,6,4,1,0,0,0
320,0.32,4,2,2,6,2,1
2580,0.5,5,4,6,0,0,0
3820,0.93,3,3,5,3,0,0
1080,0.31,6,4,4,0,0,0
9390,2.18,5,3,4,6,2,1
1350,0.5,4,2,2,5,0,0
640,0.31,5,3,1,5,0,0
1850,0.52,5,3,5,1,0,0
890,0.3,5,4,5,0,0,0
34820,3.72,5,4,4,0,3,1
1090,0.33,4,4,4,0,0,0
730,0.33,4,3,5,1,0,0
530,0.3,2,1,1,0,0,0
1450,0.41,4,4,6,0,0,0
8080,2.11,3,3,2,7,2,1
4470,2.05,1,3,1,6,2,1
1910,1.12,3,4,1,7,2,1
5010,1.5,5,3,3,0,2,1
390,0.36,3,4,2,0,2,1
2490,0.7,2,2,3,0,0,0
970,0.73,2,4,3,6,2,1
1500,0.41,4,4,3,0,0,0
8650,1.0,4,4,2,0,0,0
3610,1.0,3,2,0,0,1,0
410,0.3,0,2,1,0,0,0
1340,0.4,5,3,5,0,0,0
910,0.6,4,3,4,0,2,1
1830,0.5,3,2,4,0,0,0
1120,0.71,4,4,2,0,2,1
2380,0.53,4,4,4,0,0,0
28580,2.76,6,4,5,0,3,1
5320,1.2,3,3,1,3,0,0
740,0.3,4,2,3,0,0,0
3030,1.57,1,3,2,6,2,1
740,0.55,5,3,4,4,2,1
3950,1.0,2,3,1,1,0,0
1490,0.5,3,2,1,0,0,0
16360,1.01,6,4,6,0,0,0
1760,1.02,3,4,0,6,2,1
2350,0.62,3,4,2,0,0,0
4130,1.0,0,4,0,0,0,0
17970,3.26,4,3,4,3,2,1
3060,0.72,5,4,3,6,0,0
11030,1.21,3,4,7,0,0,0
1020,0.4,4,4,3,3,0,0
1790,1.13,1,4,3,0,2,1
980,0.38,3,4,2,0,0,0
760,0.3,4,4,2,0,0,0
2640,0.62,4,4,2,0,0,0
880,0.4,1,3,0,0,0,0
1840,1.1,0,3,4,0,2,1
2670,0.55,4,4,6,0,0,0
3300,2.07,0,3,2,3,2,1
340,0.33,6,1,2,6,2,1
1380,0.82,5,2,3,4,3,1
5170,1.61,5,2,3,9,3,1
710,0.25,6,4,4,0,0,0
1950,1.1,1,3,2,0,2,1
4090,2.06,0,4,1,1,2,1
1540,0.5,5,3,4,3,0,0
1770,0.5,5,4,2,0,0,0
1670,1.03,1,4,4,0,1,1
1570,1.21,0,3,2,0,1,1
1720,1.07,5,2,0,1,3,1
3960,2.02,0,3,3,0,2,1
2780,0.62,4,4,4,0,0,0
2140,0.5,5,4,2,0,0,0
870,0.32,6,4,1,0,0,0
1710,0.51,3,3,5,1,0,0
510,0.3,1,2,1,0,0,0
17680,2.01,1,4,5,0,0,0
5860,1.1,2,4,1,0,0,0
2140,1.3,1,4,1,0,2,1
1530,0.46,6,3,3,0,0,0
480,0.34,1,3,2,1,0,0
2140,0.95,4,4,5,3,2,1
1350,1.07,2,3,0,0,1,1
1600,0.9,3,2,4,6,2,1
610,0.25,5,4,3,0,0,0
2100,0.5,4,4,4,0,0,0
1750,0.9,5,4,2,0,2,1
6850,2.1,3,2,2,7,3,1
8800,1.01,4,4,6,0,0,0
3750,2.02,0,3,0,6,2,1
1350,0.9,1,3,3,3,2,1
1240,0.4,5,2,2,0,0,0
2630,1.47,4,3,0,0,2,1
1180,0.45,6,2,1,0,0,0
3600,1.52,2,3,2,0,2,1
7780,2.57,1,2,3,3,3,1
35760,1.92,6,4,5,0,0,0
2500,0.51,5,4,5,0,0,0
2090,0.92,1,3,0,0,2,1
4420,1.51,2,3,0,7,2,0
5360,1.01,6,4,0,0,0,0
2040,0.57,2,4,2,0,0,0
1300,0.5,5,2,5,4,0,0
1260,0.87,6,3,1,0,2,1
1380,0.41,4,4,4,0,0,0
17090,4.06,4,2,1,1,3,1
4140,1.5,4,4,2,0,2,1
1410,0.56,2,3,5,4,0,0
1670,1.06,2,4,1,6,2,1
2440,1.03,3,4,4,0,2,1
680,0.31,5,3,3,1,0,0
4040,0.9,0,4,5,0,0,0
850,0.3,5,4,2,0,0,0
890,0.3,2,4,2,0,0,0
2170,1.0,5,3,2,6,2,1
2300,0.5,5,4,2,0,0,0
1800,1.14,1,4,3,0,2,1
1470,0.6,0,4,4,0,0,0
1410,0.77,6,2,3,6,3,1
1150,0.33,6,4,4,0,0,0
1660,1.13,5,3,0,0,2,1
1080,0.5,0,4,3,0,0,0
2760,1.04,3,4,5,0,2,1
48670,4.32,5,4,5,0,2,1
860,0.31,6,4,1,0,0,0
1820,0.65,4,3,0,6,0,0
4040,1.52,3,4,2,0,2,1
7190,2.1,3,4,4,3,2,1
4370,1.02,1,4,0,0,0,0
560,0.3,5,3,2,4,0,0
1990,0.55,2,4,3,0,0,0
1130,0.35,5,4,1,0,0,0
2440,0.5,5,4,2,0,0,0
1580,0.5,6,3,2,6,0,0
500,0.5,2,2,2,4,2,1
490,0.5,2,4,1,4,2,1
570,0.25,2,2,5,0,0,0
2150,0.51,4,4,3,0,0,0
730,0.31,5,3,4,6,0,0
560,0.25,3,3,2,0,0,0
1940,0.7,0,4,2,0,0,0
1280,0.4,4,4,3,0,0,0
1380,0.5,5,2,3,3,0,0
1570,0.83,2,3,4,0,2,1
1080,0.4,6,2,1,0,0,0
6770,1.02,5,4,5,4,0,0
720,0.3,6,3,1,0,0,0
960,0.3,5,4,6,0,0,0
1770,1.09,1,3,4,0,1,1
440,0.44,5,2,0,6,2,1
2200,0.5,6,4,2,0,0,0
2580,0.75,5,4,0,0,0,0
900,0.3,5,4,4,0,0,0
2030,1.04,2,4,4,0,1,1
4960,0.9,3,4,2,0,0,0
840,0.31,6,3,4,4,0,0
1720,0.5,2,3,5,0,0,0
380,0.34,6,4,1,0,2,1
630,0.3,5,3,1,6,0,0
670,0.3,4,3,5,1,0,0
19320,3.13,6,4,3,7,2,1
550,0.3,6,3,2,1,0,0
660,0.31,4,3,1,5,0,0
7110,1.29,6,4,0,0,0,0
6550,1.09,1,4,6,0,0,0
900,0.63,5,2,3,0,2,1
860,0.34,5,4,2,0,0,0
940,0.71,4,3,1,6,2,1
990,0.36,4,4,3,0,0,0
9460,1.2,5,4,5,9,0,0
2270,0.51,3,4,6,0,0,0
1490,0.4,5,4,5,0,0,0
2590,1.52,0,4,4,0,2,1
6120,2.02,2,4,3,0,2,1
450,0.41,6,3,0,0,2,1
1840,0.8,4,4,3,6,2,1
1410,0.5,5,3,4,1,0,0
2340,1.0,5,3,2,0,2,1
1160,0.84,5,4,1,1,2,1
390,0.34,5,3,2,0,2,1
6320,1.26,6,2,0,0,0,0
2820,1.73,1,3,0,0,2,1
11760,3.69,1,4,1,0,2,1
540,0.56,1,3,2,9,2,1
1280,0.46,4,3,2,0,0,0
2400,1.22,0,3,3,0,2,1
18520,1.1,6,4,6,0,0,0
650,0.25,6,4,3,0,0,0
1120,0.32,5,4,6,0,0,0
1000,0.33,5,4,4,0,0,0
6500,2.0,4,3,1,0,2,1
2310,1.02,5,2,3,7,2,1
3870,0.71,3,4,5,0,0,0
15010,1.51,5,4,3,2,0,0
4560,1.2,0,2,5,3,0,0
1880,0.5,2,4,3,0,0,0
630,0.3,4,4,0,0,0,0
5450,1.7,4,4,3,0,2,1
6820,1.21,4,4,1,0,0,0
13720,2.54,4,4,4,0,2,1
470,0.48,3,4,2,6,2,1
1640,1.15,0,3,4,0,2,1
350,0.31,6,4,1,0,2,1
4020,0.7,5,4,5,0,0,0
2700,0.5,6,4,6,0,0,0
1830,0.7,0,3,0,0,0,0
650,0.3,5,3,0,3,0,0
6000,1.03,6,4,0,0,0,0
510,0.45,6,3,0,0,2,1
5200,1.0,2,3,3,6,0,0
990,0.91,0,2,1,1,2,1
1930,0.56,5,1,5,6,0,0
1810,1.11,1,3,4,0,2,1
350,0.3,6,4,2,0,2,1
2910,1.23,6,3,2,0,2,1
1340,1.09,0,3,1,0,2,1
3670,1.5,2,3,3,0,2,1
2570,0.54,5,4,3,0,0,0
1850,1.0,1,3,3,0,2,1
2940,1.54,0,3,0,0,2,1
1190,0.4,6,3,3,0,0,0
2700,0.58,5,4,2,0,0,0
1110,0.46,5,2,2,0,0,0
2510,1.21,5,4,2,0,2,1
710,0.3,1,2,4,0,2,0
6200,0.91,6,4,4,0,0,0
830,0.31,6,4,1,0,0,0
2970,0.72,5,4,2,0,0,0
1020,0.34,5,4,3,0,0,0
4860,1.0,3,4,0,0,0,0
8650,1.5,3,4,1,7,0,0
1690,0.7,5,3,0,1,0,0
4100,0.72,4,4,4,0,0,0
780,0.3,6,2,3,0,0,0
2100,1.0,5,3,2,0,2,1
1240,0.5,5,3,1,6,0,0
39840,3.0,4,3,3,4,0,0
1270,0.4,4,4,2,0,0,0
4270,1.0,0,4,4,0,0,0
1200,0.71,5,2,3,6,2,1
1350,0.9,2,3,2,4,2,1
680,0.3,3,3,3,6,0,0
2270,0.5,5,4,2,0,0,0
500,0.5,4,2,1,1,2,1
2390,1.24,4,2,1,0,2,1
900,0.4,4,3,3,4,0,0
1250,0.3,4,4,5,0,0,0
5250,2.51,0,3,2,0,2,1
1470,0.41,4,4,3,0,0,0
980,0.7,2,3,3,4,2,1
640,0.4,0,3,5,0,0,0
1240,0.4,6,4,4,0,0,0
710,0.3,5,3,1,0,0,0
320,0.32,5,2,2,6,2,1
2140,0.5,5,4,2,0,0,0
3450,2.0,0,2,1,0,2,1
580,0.3,4,2,1,0,0,0
1770,0.81,0,3,0,1,0,0
14290,1.7,4,1,7,1,0,0
2080,1.04,3,3,3,0,2,1
2880,1.34,2,4,4,0,2,1
2520,0.7,5,4,0,0,0,0
760,0.3,4,3,1,0,0,0
2470,1.28,3,3,2,0,2,1
320,0.3,6,4,3,4,2,1
900,0.32,6,4,2,0,0,0
310,0.32,3,4,2,6,2,1
2660,0.78,4,4,0,0,0,0
1630,0.5,3,3,0,0,0,0
2330,1.17,3,3,3,0,2,1
1320,1.09,1,3,0,4,2,1
850,0.35,2,4,3,0,0,0
990,0.72,5,2,1,6,2,1
3950,2.07,1,3,2,3,3,1
2470,0.5,4,4,5,0,0,0
5670,1.2,4,1,4,7,0,0
1030,0.31,4,4,6,0,0,0
7150,1.07,6,4,2,0,0,0
3330,0.62,4,4,5,0,0,0
2720,1.36,2,3,2,0,2,1
600,0.3,5,3,1,6,0,0
3220,1.0,2,3,0,7,0,0
1150,0.71,4,3,3,1,2,1
1600,0.5,4,3,0,0,0,0
5080,1.53,5,3,3,0,2,1
1250,0.54,6,3,2,5,0,0
9450,1.01,5,4,3,0,0,0
4380,1.61,4,3,2,0,3,1
1200,0.41,3,4,3,0,0,0
3100,0.77,1,4,6,0,0,0
6230,1.01,6,4,4,7,0,0
880,0.32,5,4,1,0,0,0
1730,1.01,5,3,1,1,2,1
1960,0.5,3,2,2,0,0,0
5670,2.1,2,3,3,6,2,1
2740,0.58,4,4,4,0,0,0
600,0.5,4,2,3,4,2,1
1880,1.17,0,3,3,0,2,1
2490,0.54,4,4,3,0,0,0
4780,1.03,4,4,0,0,0,0
3250,0.7,4,3,4,0,0,0
1220,0.46,6,2,3,0,0,0
1300,0.41,4,4,3,0,0,0
380,0.38,3,3,3,4,2,1
1180,0.31,5,4,6,0,0,0
1640,0.5,6,4,3,1,0,0
23730,3.02,5,4,4,0,2,1
940,0.7,4,3,1,4,2,1
1790,1.11,1,3,5,4,2,1
890,0.32,6,4,5,0,0,0
6860,2.0,3,4,4,3,2,1
2980,0.7,6,4,1,0,0,0
360,0.32,6,4,1,0,2,1
1820,0.5,1,4,2,0,0,0
5500,1.21,1,3,3,3,0,0
1040,0.45,2,4,1,0,0,0
540,0.51,2,3,3,2,2,1
1010,0.37,5,4,2,0,0,0
2360,1.08,1,3,2,0,2,1
1040,0.71,3,3,2,9,2,1
3740,1.5,4,3,1,0,2,1
12420,1.79,4,3,0,6,0,0
440,0.35,6,4,4,0,2,1
370,0.38,4,4,1,6,2,1
1360,0.72,5,3,4,0,2,1
1860,1.11,2,4,2,0,2,1
2240,1.16,5,4,1,0,3,1
510,0.33,4,4,0,0,0,0
1390,0.46,4,4,2,0,0,0
5000,1.01,4,1,1,0,0,0
2270,1.09,1,3,1,0,2,1
950,0.38,5,3,2,0,0,0
690,0.34,4,3,3,6,0,0
2840,1.51,1,4,1,6,2,1
1060,0.7,4,3,3,0,3,1
670,0.4,4,2,0,0,0,0
1930,0.5,2,4,5,0,0,0
4330,2.18,1,3,0,6,2,1
2100,0.5,6,2,4,0,0,0
1170,0.4,5,2,3,0,0,0
1250,0.99,1,3,1,5,2,1
2540,0.52,5,4,6,0,0,0
4480,1.5,2,3,0,7,2,0
520,0.31,2,3,1,3,0,0
2960,0.7,5,4,1,0,0,0
3040,0.9,1,2,3,3,0,0
610,0.62,3,0,1,8,2,1
5910,1.2,2,4,0,0,0,0
1420,0.5,1,2,4,0,0,0
1570,0.52,4,2,3,4,0,0
2820,1.5,1,3,1,6,2,1
3320,2.08,0,3,2,3,3,1
1670,1.01,4,2,1,8,2,1
21850,2.79,6,2,5,6,3,1
720,0.3,6,3,4,1,0,0
3990,2.33,0,3,0,0,2,1
3450,0.76,5,4,1,0,0,0
780,0.46,3,1,0,0,0,0
640,0.3,5,4,0,0,0,0
830,0.3,3,4,3,0,0,0
3660,1.58,3,3,2,3,2,1
1400,0.36,4,4,5,0,0,0
1680,1.1,1,4,2,0,2,1
2870,0.78,4,4,3,1,0,0
2670,0.6,6,4,2,0,0,0
1890,0.9,5,4,3,0,2,1
890,0.45,5,3,1,3,0,0
3950,1.9,1,3,1,6,2,1
2630,0.71,3,3,5,1,0,0
1530,0.5,5,2,2,0,0,0
5400,0.93,1,4,6,0,0,0
700,0.6,4,4,2,0,2,1
1460,1.02,0,3,4,0,2,1
7940,2.02,5,3,3,1,3,1
1370,0.56,6,3,2,1,0,0
1180,0.5,1,3,1,0,0,0
3020,0.83,2,3,1,0,0,0
2180,1.05,5,4,2,0,2,1
4180,2.03,1,3,1,0,2,1
860,0.3,3,4,3,0,0,0
670,0.5,4,3,1,0,2,1
4980,1.03,1,4,1,0,0,0
570,0.26,5,3,3,0,0,0
1180,0.41,6,4,3,0,0,0
4280,0.91,6,4,0,0,0,0
6710,2.24,2,4,3,0,2,1
690,0.3,5,3,1,0,0,0
1130,0.36,6,4,3,0,0,0
1060,0.5,5,2,0,0,0,0
2360,0.5,3,4,3,0,0,0
850,0.3,5,3,3,0,0,0
1140,0.87,4,2,1,7,2,1
660,0.5,5,1,4,4,2,1
790,0.7,5,3,0,0,2,1
1520,1.11,0,3,3,0,2,1
1180,0.41,5,3,2,6,0,0
1360,0.46,5,2,4,0,0,0
1150,0.46,1,4,4,0,0,0
840,0.3,5,4,4,0,0,0
310,0.31,4,3,2,4,2,1
820,0.3,6,2,3,0,0,0
660,0.5,5,2,4,6,2,1
960,0.32,6,4,2,0,0,0
1130,0.32,6,4,4,0,0,0
5110,1.0,2,4,3,0,0,0
910,0.45,5,2,2,3,0,0
800,0.43,1,4,1,0,0,0
730,0.3,4,3,3,6,0,0
750,0.28,6,4,4,0,0,0
2420,0.5,5,4,3,0,0,0
700,0.3,2,3,4,0,0,0
2140,0.5,6,2,4,0,0,0
2410,1.09,3,3,3,0,2,1
3110,0.9,6,2,0,0,0,0
520,0.5,5,1,1,4,2,1
400,0.32,6,4,4,0,3,1
5050,1.08,2,1,3,3,0,0
1890,0.5,5,2,3,0,0,0
6100,1.22,6,1,0,0,0,0
920,0.65,5,3,3,0,2,1
7150,1.29,2,3,0,6,0,0
1370,0.5,5,3,2,1,0,0
990,0.3,6,4,4,0,0,0
5300,1.7,3,4,4,6,2,1
2390,0.5,6,4,2,0,0,0
1440,0.46,3,2,5,0,0,0
440,0.38,6,2,2,0,2,1
3560,0.68,6,4,3,0,0,0
17370,3.01,1,1,0,3,0,0
1520,0.51,4,4,2,6,0,0
1400,0.4,6,2,5,0,0,0
770,0.4,4,2,1,0,0,0
8410,2.05,4,4,3,0,2,1
620,0.38,4,3,1,3,0,0
2600,1.2,4,4,3,2,2,1
760,0.41,1,4,4,0,0,0
400,0.4,3,2,2,4,2,1
5040,1.01,6,4,0,0,0,0
1780,0.5,3,1,2,0,0,0
4110,1.76,2,2,2,6,3,1
810,0.3,5,3,3,0,0,0
930,0.3,6,3,5,0,0,0
560,0.55,5,3,1,8,2,1
2080,0.6,6,2,3,0,0,0
2150,0.6,5,3,1,0,0,0
1470,0.4,4,4,6,0,0,0
3670,1.0,3,3,0,0,2,0
3130,0.7,3,2,5,0,0,0
880,0.3,5,4,2,0,0,0
920,0.3,6,3,3,0,0,0
570,0.5,3,3,3,4,2,1
3690,1.0,1,2,3,3,0,0
2340,1.01,5,4,3,0,2,1
810,0.3,2,4,5,0,0,0
630,0.62,1,4,4,3,2,1
2090,1.31,1,3,2,0,2,1
340,0.35,2,3,3,4,2,1
1910,0.51,6,4,3,0,0,0
340,0.33,6,3,2,6,2,1
750,0.4,4,2,0,0,0,0
790,0.3,5,3,3,0,0,0
910,0.53,5,2,0,4,0,0
720,0.3,3,4,1,0,0,0
11080,2.0,5,4,4,0,2,1
4650,1.0,0,4,3,0,0,0
2690,0.7,6,2,4,1,0,0
24050,3.32,6,3,2,6,3,1
3010,0.8,3,4,0,0,0,0
770,0.57,4,4,4,0,2,1
820,0.3,5,3,4,0,0,0
1590,0.5,2,4,0,0,0,0
530,0.5,1,3,2,0,2,1
1280,0.4,6,2,3,0,0,0
670,0.62,4,4,1,6,2,1
910,0.3,6,4,3,0,0,0
26970,2.2,3,4,3,0,0,0
660,0.64,5,4,1,6,2,1
760,0.3,4,3,0,0,0,0
4710,1.56,4,4,3,0,2,1
6660,1.07,2,4,2,0,0,0
660,0.55,5,1,2,7,2,1
1440,0.5,6,2,1,0,0,0
3460,1.7,1,3,3,0,2,1
380,0.34,6,3,1,0,2,1
2610,1.52,1,3,2,4,2,1
1140,0.46,5,4,3,1,0,0
2350,1.07,4,4,3,0,2,1
3030,0.9,0,2,4,0,0,0
2710,0.96,5,1,0,3,0,0
1010,0.72,5,2,1,9,3,1
8550,1.7,2,3,0,0,2,0
9980,3.17,1,3,1,6,2,1
3550,2.0,0,4,2,0,2,1
660,0.3,6,2,2,0,0,0
1050,0.36,5,4,3,0,0,0
3150,1.5,1,3,3,0,2,1
390,0.31,6,4,4,0,2,1
960,0.3,5,4,4,0,0,0
2970,1.7,1,3,0,6,2,1
2410,0.52,3,4,3,0,0,0
6080,2.32,2,2,3,7,3,1
1510,0.91,5,2,1,1,3,1
24380,2.61,2,1,3,1,0,0
1030,0.36,6,4,2,0,0,0
2260,0.5,5,4,2,0,0,0
2840,1.1,5,3,4,3,3,1
6830,2.15,4,4,2,3,2,1
12970,3.07,4,3,1,6,2,1
930,0.3,6,3,3,0,0,0
650,0.54,4,2,3,4,2,1
4950,0.9,5,4,3,0,0,0
1390,0.5,4,2,0,0,0,0
2580,0.55,4,4,3,0,0,0
2460,0.72,3,3,4,1,0,0
820,0.3,3,3,5,0,0,0
2000,1.18,5,3,0,0,2,1
1310,0.4,5,4,4,0,0,0
1300,1.09,0,3,0,0,2,1
450,0.48,2,4,1,6,2,1
900,0.32,6,3,3,5,0,0
1120,0.34,6,4,3,0,0,0
1920,1.17,1,4,4,0,2,1
1140,0.7,4,4,3,0,2,1
3970,2.08,1,3,2,3,3,1
1180,0.73,3,4,3,0,2,1
4810,1.23,4,3,0,3,0,0
1190,0.95,1,3,0,3,2,1
1100,0.35,5,4,4,0,0,0
3320,1.01,1,0,0,0,0,0
820,0.4,1,2,5,0,0,0
5260,1.64,5,2,3,1,3,1
1220,0.4,5,4,2,0,0,0
1460,0.5,4,2,1,0,0,0
830,0.3,4,4,3,0,0,0
4610,2.18,0,3,4,0,2,1
830,0.54,1,3,0,0,2,1
1790,1.05,5,2,1,8,2,1
1300,0.96,2,2,1,4,2,1
16740,2.01,4,2,1,6,0,0
560,0.5,3,2,3,4,3,1
5630,1.91,3,4,2,0,3,1
1000,0.3,6,4,2,0,0,0
9090,2.23,5,4,2,0,2,1
1110,0.75,4,1,2,4,2,1
2360,1.54,0,3,2,6,2,1
2370,0.7,2,4,2,4,0,0
3080,1.18,4,4,4,0,2,1
1230,0.78,5,3,2,0,2,1
3690,1.0,2,2,0,0,0,0
2800,0.7,6,3,2,8,0,0
4880,1.5,5,4,3,6,2,1
380,0.33,5,4,3,0,2,1
530,0.3,6,2,1,4,0,0
10360,1.0,5,4,4,0,0,0
1000,0.3,6,3,4,0,0,0
330,0.33,0,4,1,0,2,1
580,0.31,6,3,2,3,0,0
2510,0.53,6,4,5,0,0,0
1880,0.59,4,2,4,6,0,0
360,0.35,4,2,3,4,2,1
3760,0.9,3,3,1,6,0,0
1960,0.7,3,3,0,6,0,0
1300,0.7,5,2,4,0,2,1
910,0.4,6,3,2,4,0,0
12440,2.52,5,4,3,6,2,1
2690,1.22,4,3,3,0,2,1
640,0.54,3,3,4,4,2,1
4980,1.54,6,1,2,3,2,1
1150,0.71,4,3,3,9,2,1
900,0.38,6,2,2,4,0,0
1660,1.01,3,4,1,0,2,1
620,0.3,5,2,1,0,1,0
890,0.42,3,2,5,3,0,0
500,0.3,5,3,0,3,0,0
380,0.33,6,3,2,0,2,1
1150,0.4,6,3,3,0,0,0
2280,1.08,3,3,3,0,2,1
1900,0.5,5,4,4,0,0,0
850,0.3,6,2,3,0,0,0
980,0.3,6,4,3,0,0,0
720,0.37,5,1,1,3,0,0
680,0.31,6,3,3,2,0,0
740,0.3,6,4,1,0,0,0
1390,0.91,1,4,2,0,2,1
1710,0.5,6,4,1,0,0,0
16610,3.04,5,3,3,7,2,1
490,0.47,4,4,4,6,2,1
3660,2.0,0,3,0,6,2,1
970,0.3,4,4,4,0,0,0
1800,1.11,0,3,3,0,2,1
1290,0.41,5,4,3,0,0,0
800,0.33,5,3,3,4,0,0
5860,1.2,1,2,1,6,0,0
970,0.74,4,3,1,1,2,1
2480,1.5,0,2,3,0,2,1
4370,0.96,2,4,1,0,0,0
1080,0.96,0,2,3,1,2,1
1390,0.55,3,3,4,9,0,0
2940,1.5,4,3,0,0,2,1
1910,0.5,5,2,4,0,0,0
3130,0.7,4,2,2,0,0,0
2080,1.5,1,3,0,0,1,1
3730,0.9,3,2,0,6,0,0
2930,0.7,5,3,3,0,0,0
1600,1.03,1,2,3,0,2,1
1910,0.5,5,2,4,0,0,0
4050,0.92,1,4,4,0,0,0
1720,0.59,2,2,5,5,0,0
1940,1.03,3,4,2,3,2,1
1950,1.01,4,2,2,8,2,1
890,0.41,1,3,5,3,0,0
1170,0.4,5,2,3,0,0,0
630,0.3,4,2,5,4,0,0
3070,1.51,1,4,1,0,3,1
3090,0.6,6,4,3,0,0,0
4640,1.02,4,4,3,7,0,0
450,0.3,1,4,1,0,0,0
3280,1.52,1,3,1,3,2,1
1620,1.01,1,4,3,0,2,1
300,0.31,2,2,3,7,2,1
2230,0.56,3,4,2,0,0,0
4400,1.69,3,3,3,0,2,1
2390,0.53,6,4,2,0,0,0
11570,2.04,6,4,4,0,3,1
710,0.25,6,4,4,0,0,0
900,0.32,5,4,1,0,0,0
6820,2.01,3,4,2,0,2,1
910,0.35,2,4,5,0,0,0
4540,1.5,4,3,3,0,2,1
5420,1.57,5,3,4,4,2,1
950,0.36,3,4,3,0,0,0
2310,1.14,4,4,2,3,2,1
3580,2.02,0,3,1,7,2,1
1850,1.11,2,3,2,0,1,1
2330,1.19,2,4,4,0,1,1
1320,0.5,3,2,4,1,0,0
1400,1.12,2,4,0,0,1,1
5750,1.02,4,3,3,5,0,0
1240,0.73,5,2,4,4,2,1
2300,1.06,2,3,3,0,2,1
16120,2.5,3,2,0,6,2,0
620,0.3,5,3,1,5,0,0
1370,1.22,0,2,0,0,3,1
1910,1.04,1,4,3,0,2,1
2030,0.65,6,3,1,6,0,0
2420,1.02,3,3,4,0,2,1
1430,0.92,3,4,2,4,2,1
7190,2.17,3,3,3,7,3,1
820,0.33,6,3,3,0,0,0
1110,0.62,6,3,4,0,2,1
6770,1.2,2,2,1,6,0,0
3990,2.09,1,2,2,3,3,1
3050,1.38,3,4,2,6,2,1
3060,0.8,1,4,3,0,0,0
1080,0.3,6,4,4,0,0,0
520,0.5,5,3,1,9,2,1
1920,1.08,1,4,2,0,2,1
7790,2.1,3,4,3,0,2,1
880,0.54,5,3,4,0,2,1
350,0.3,6,3,2,0,2,1
3960,1.52,3,3,3,0,2,1
1420,0.51,3,3,3,1,0,0
620,0.5,2,3,2,0,2,1
1860,0.91,5,4,1,3,2,1
2350,1.18,2,4,2,0,3,1
1410,0.51,6,4,3,1,0,0
8680,1.03,3,4,5,0,0,0
5220,1.05,1,4,1,0,0,0
3930,2.06,1,3,2,3,3,1
2170,1.03,5,2,2,1,2,1
990,0.91,0,2,2,1,2,1
610,0.3,5,2,3,4,0,0
710,0.3,6,3,3,6,0,0
1190,0.76,5,2,2,6,3,1
2340,1.3,1,3,4,0,1,1
1160,0.77,4,3,2,1,2,1
1980,1.02,4,4,2,0,2,1
960,0.41,6,3,1,4,0,0
1220,0.4,5,2,2,0,0,0
9550,1.03,6,4,4,0,0,0
480,0.5,2,3,0,4,2,1
1360,0.36,4,4,5,0,0,0
430,0.37,5,4,3,0,2,1
2170,1.03,5,3,2,7,2,1
6380,2.07,3,2,2,6,3,1
1800,1.0,1,4,1,0,2,1
710,0.3,6,3,2,1,0,0
